kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
0103c0564;RHINATHIOL PROM SYR 100ML;Obat Keras;Botol;39400;46500;Botol
0103c0565;RHINOFED SYR 60ML;Oot Prekursor;Botol;33300;38295;Botol
0103c0567;RHINOS JUNIOR SYR 60ML;Oot Prekursor;Botol;44400;51060;Botol
0103c0568;RHINOS NEO 7.5MG/0.8ML DROP 10ML;Oot Prekursor;Botol;57720;66380;Botol
OBT0102;RICASID 30 KAPSUL SIDOMUNCUL;Obat Herbal;Botol;63690;71950;Botol
OBT0471;RINOCET SYRUP 60 ML;Obat Keras;Botol;5630625;67000;Botol
OBT0543;RITEZ DROPS 10 ML;Obat Keras;Botol;0;;Botol
OBT0922;RITEZ SIRUP 60 ML;Obat Keras;Botol;57200;68068;Botol
20004563;RIVANOL IKA 100ML;Obat Bebas;Botol;554445;6210;Botol
20004564;RIVANOL IKA 200ML;Obat Bebas;Botol;924075;10349.64;Botol
OBT0142;RIVANOL PIM 100ML;Obat Bebas;Botol;50949;5757.24;Botol
0114g0055;ROHTO COOL EYE DROP 7ML;Obat Bebas;Botol;1467346;16430;Botol
8,99E+12;ROHTO DRY FRESH 7ML;Obat Bebas;Botol;1501997;16820;Botol
0114g0056;ROHTO EYE DROP 7ML;Obat Bebas;Botol;1086727;12170;Botol
0114i0049;ROHTO EYE FLUSH;Obat Bebas;Botol;3003993;33644.72;Botol
8,99E+12;ROHTO V EXTRA 7ML;Obat Bebas;Botol;1615383;18092.29;Botol
0118a0255;RYVEL 10MG/ML DROP 10ML;Obat Keras;Botol;54390;64180;Botol
0118a0256;RYVEL 5MG/ML SYR 60ML;Obat Keras;Botol;65268;77016.24;Botol
OBT0265;SAFE CARE MINYAK KAYU PUTIH PLUS AROMATHERAPY 10 ML;Obat Bebas;Botol;100143;11400;Botol
0112g0124;SAKATONIK ABC ANTARIKSA 30S BTL;Vitamin;Botol;1438005;16105.66;Botol
0112g0125;SAKATONIK ABC JERUK 30S BTL;Vitamin;Botol;1438005;16105.66;Botol
0112g0127;SAKATONIK ABC STRAW 30S BTL;Vitamin;Botol;1438005;16110;Botol
8,99E+12;SAKATONIK LIVER 310ML;Obat Bebas;Botol;2318235;25964.23;Botol
0103b0094;SALBUTAMOL IF 2MG/5ML SYR 100ML;Obat Keras;Botol;6270;7400;Botol
0103b0107;SALBUVEN EXP SYR 100ML;Obat Keras;Botol;44400;52390;Botol
0116g0047;SALICYL MENTHOL IKA BEDAK;Obat Bebas;Botol;1293705;14490;Botol
0116m0129;SALONPAS CAIR 50ML;Obat Bebas;Botol;1783782;20150;Botol
0116m0217x17;SALONPAS JET SPRAY 118ML;Obat Bebas;Botol;6093456;68250;Botol
1,12E+176;SAN B PLEX DROP 15ML;Obat Bebas;Botol;16900;18900;Botol
0103c0576;SANADRYL DMP SYR 120ML;Oot Prekursor;Botol;22311;26770;Botol
0103c0575;SANADRYL DMP SYR 60ML;Oot Prekursor;Botol;13530;15560;Botol
0103c0578;SANADRYL EXP SYR 120ML;Obat Bebas;Botol;1582749;17730;Botol
0103c0577;SANADRYL EXP SYR 60ML;Obat Bebas;Botol;10890;12200;Botol
OBT0795;SANBE KIDS EMULSION 200 ML;Vitamin;Botol;42790;48780.6;Botol
0114h0021;SANBE TEARS EYE DROP 8ML;Obat Bebas;Botol;25086;28096.32;Botol
0112g0220;SANGOBION BABY 30 ML;Vitamin;Botol;5855472;65581.29;Botol
0112g0221;SANGOBION KIDS SYR 100ML;Vitamin;Botol;299145;33800;Botol
OBT0968;SANGOBION VITATONIK 400ML;Obat Bebas;Botol;3841599;43410.07;Botol
OBT0254;SANGOBION VITA-TONIK CRANBERY 250 ML;Vitamin;Botol;2926959;33370;Botol
0101a0451;SANMAG SYR 120ML;Obat Bebas;Botol;2844375;32141.44;Botol
0104k0369;SANMOL 120MG/5ML SYR 60ML;Obat Bebas;Botol;14652;16560;Botol
0104k0373;SANMOL 60MG/0.6ML DROP 15ML;Obat Bebas;Botol;1805748;20400;Botol
0104k0375;SANMOL FORTE 250MG/5ML SYR 60ML;Obat Bebas;Botol;2947938;33311.7;Botol
1,15E+98;SANORIN HIJAU 80ML;Obat Bebas;Botol;134827;15100;Botol
OBT1118;SANORINE BIRU 0.025% GARGLE 80 ML;Obat Bebas;Botol;971805;11078.58;Botol
0108j0065;SANPRIMA 240MG/5ML SUSP 60ML;Obat Keras;Botol;2826338;33350.78;Botol
0112a0052;SANTA E 400MG TAB 30S;Obat Bebas;Botol;372500;417200;Botol
OBT1082;SANTOPECT;Obat Herbal;Botol;31365011;354424.63;Botol
OBT1029;SAR MADU HITAM PAHIT PLUS PROPOLIS 500 G;Obat Herbal;Botol;65350;74500;Botol
0113f4172;SARI KURMA AL JAZIRA PREMIUM 4IN1 BTL 360 ML;Obat Herbal;Botol;16830;18849.6;Botol
0113f4199;SARI KURMA MADU AL JAZIRA 360G;Obat Herbal;Botol;16983;19190.79;Botol
OBT0768;SARI KURMA SAHARA PLUS JAMBU BIJI MERAH 330G;Obat Bebas;Botol;34000;38750;Botol
OBT0679;SB19 SARI BUAH BIOJANNA;Obat Herbal;Botol;15000;18000;Botol
0112g0135;SCOTTS E VITA 400ML ORANGE;Vitamin;Botol;6458646;72340;Botol
0112g0136;SCOTTS EMULSION ORIG 200ML;Vitamin;Botol;28102;31500;Botol
0112g0137;SCOTTS EMULSION ORIG 400ML;Vitamin;Botol;6632099;74279.51;Botol
8,99E+12;SCOTTS VITA ORANGE 200ML;Vitamin;Botol;4014204;44960;Botol
OBT1200;SEA-QUILL OMEGA 3 SALMON 30 KAPSUL;Vitamin;Botol;0;;Botol
30002275;SEBAMED CHILDREN SHAMPOO 150ML;Obat Bebas;Botol;1039995;116479;Botol
30002298;SEBAMED FEMININE INTIMATE WASH 200ML;Obat Bebas;Botol;14187742;158900;Botol
30002303;SEBAMED LIQUID FACE&BODY WASH 200ML;Obat Bebas;Botol;116364;130330;Botol
OBT0634;SEHAT GIN SIRUP;Obat Herbal;Botol;15000;16950;Botol
OBT0402;SELSUN BLUE 5 SHAMPO 200 ML;Obat Bebas;Botol;511434;58300;Botol
300023251;SELSUN GOLD 120ML;Obat Bebas;Botol;381546;42730;Botol
8,99E+12;SELSUN YELLOW DOUBLE IMPACT 50ML;Obat Bebas;Botol;1966032;22020;Botol
YJWH0569;SETER CE 30 TABLET;Vitamin;Botol;44880;51600;Botol
0112g0201;SEVEN SEAS BECOMBION LYSINE SYR 100ML;Vitamin;Botol;382206;42810;Botol
0112g0202;SEVEN SEAS BECOMBION SYR 110ML;Vitamin;Botol;357995;40100;Botol
0112g0203;SEVEN SEAS KIDS SYR 100ML;Vitamin;Botol;304997;34160;Botol
0116k0079;SHEN NONG SHI DIE DA YAO JING 30 ML;Obat Bebas;Botol;23310;26110;Botol
OBT0698;SIDO MUNCUL BILLBERRY CARROT 30 KAPSUL;Obat Bebas;Botol;105000;119700;Botol
OBT1110;SIDO MUNCUL GINKGO BILOBA 30 KAPSUL;Obat Herbal;Botol;53000;59890;Botol
IAHO4264;SIDO MUNCUL SARI DAUN SIRSAK 50 KAPSUL;Obat Herbal;Botol;56000;64400;Botol
MYTQ7359;SIDO MUNCUL SARI KUNYIT 50 KAPSUL;Obat Herbal;Botol;56000;64400;Botol
12100712;SIDOLA MKP 100ML;Obat Bebas;Botol;494505;55879.07;Botol
12100713;SIDOLA MKP 15ML;Obat Bebas;Botol;6600;7400;Botol
12100714;SIDOLA MKP 30ML;Obat Bebas;Botol;15609;17482.08;Strip
12100717;SIDOLA MKP 60ML;Obat Bebas;Botol;28193;31600;Botol
YLVG7982;SILADEX ANTITUSSIVE SIRUP 100 ML;Obat Bebas;Botol;1645057;18420;Botol
OBT0307;SILADEX ANTITUSSIVE SIRUP 30 ML;Obat Bebas;Botol;710028;8230;Botol
PHXC7506;SILADEX ANTITUSSIVE SIRUP 60 ML;Obat Bebas;Botol;12088;13538.56;Botol
OBT0983;SILADEX CC 100ML;Obat Bebas;Botol;1645057;18918.15;Botol
0103c0591;SILADEX COUGH N COLD SYR 30ML;Oot Prekursor;Botol;716468;8597.62;Botol
0103c0592;SILADEX COUGH N COLD SYR 60ML;Oot Prekursor;Botol;11979;14370;Botol
9,00E+12;SILADEX DMP 100ML;Obat Bebas;Botol;1645076;18424.85;Botol
9,00E+12;SILADEX DMP 60ML;Obat Bebas;Botol;1196691;13402.94;Botol
0103c0593;SILADEX EXPECTORAN SYR 100ML;Obat Bebas;Botol;179376;20090.11;Botol
0103c0594;SILADEX EXPECTORAN SYR 30ML;Obat Bebas;Botol;716505;8020;Botol
0103c0595;SILADEX EXPECTORAN SYR 60ML;Obat Bebas;Botol;1179932;13330;Botol
OBT1018;SILADEX FLU 60 ML;Obat Bebas;Botol;1373625;15659.33;Botol
0103c0596;SILEX SYR 100ML;Obat Bebas;Botol;6679092;75473.74;Botol
12100897;SIRPLUS ANGGUR SYR 100ML;Obat Bebas;Botol;1406925;15757.56;Botol
12100900;SIRPLUS JERUK SYR 100ML;Obat Bebas;Botol;1394136;15614.31;Botol
12100904;SIRPLUS ORIGINAL TAB;Obat Bebas;Botol;334125;37420;Botol
12100722;SIRPLUS STRAWBERRY SYR 100ML;Obat Bebas;Botol;1406925;15757.56;Botol
0113f4501;SISMAX SYR 120ML;Obat Bebas;Botol;28000;31400;Botol
0113f4502;SISMAX SYR 60ML;Obat Bebas;Botol;16000;17900;Botol
NMDH2423;SODIUM BICARBONATE 500 MG 100 TABLET;Obat Bebas;Botol;687312;8247.74;Botol
970000168;SOFFELL BUNGA GERANIUM 80G;Obat Bebas;Botol;8613;9650;Botol
970000175;SOFFELL GERANIUM SPRAY 80ML;Obat Bebas;Botol;127303;14257;Botol
970000176;SOFFELL KULIT JERUK 80G;Obat Bebas;Botol;93995;10527.44;Botol
970000179;SOFFELL KULIT JERUK SPRAY 80ML;Obat Bebas;Botol;12760;14300;Botol
0113f4539;SOMAN 1 BTL 15ML;Obat Herbal;Botol;195000;218400;Botol
0108b0387;SPORETIK 100MG/5ML D SYR 30ML;Obat Keras;Botol;94905;107240;Botol
0108b0395;STARCEF 100MG/5ML D SYR 30ML;Obat Keras;Botol;75000;88500;Botol
0113f4580;STARMUNO KIDS SYR 60ML;Vitamin;Botol;67000;75000;Botol
OBT1109;STERIMAR NOSE PRONE TO COLD 50 ML;Obat Bebas;Botol;12613636;142534.09;Botol
OBT0695;STIMUNO FORTE 30 KAPSUL;Obat Herbal;Botol;77605;87690;Botol
0113f4587;STIMUNO GRAPE SYR 100ML;Vitamin;Botol;3669826;41100;Botol
0113f4588;STIMUNO GRAPE SYR 60ML;Vitamin;Botol;2716984;30430.22;Botol
0113f6278x17;STIMUNO ORANGE BERRY SYR 60ML;Vitamin;Botol;24833;27800;Botol
QCYG3741;STIMUNO SIRUP RASA JERUK BERI 100 ML;Vitamin;Botol;35530;39793;Botol
0113f4589;STIMUNO SYR 100ML;Vitamin;Botol;387145;43350;Botol
0113f4590;STIMUNO SYR 60ML;Vitamin;Botol;256521;28730;Botol
0101a0472;SUCRALFAT ETERCON 500MG/5ML SYR 200ML;Obat Keras;Botol;58608;69160;Botol
OBT0992;SUCRALFATE SUSPENSI 500 MG/5 ML 100 ML;Obat Keras;Botol;119991;14160;Botol
OBT0613;SUPPORTAN DRINK TROPICAL FRUITS 200 ML;F&b;Botol;30303;33400;Botol
OBT0253;SUPRAVIT 60 KAPSUL;Vitamin;Botol;342265;38700;Botol
0113f4697;SYAMIL DATES HONEY MADU LENGKAP KELUARGA FAMILY 200ML;Obat Herbal;Botol;25000;28000;Botol
TDKN7729;SYMBICORT 160 MCG/4.5 MCG TURBUHALER 120 DOSIS;Obat Keras;Botol;5635476;648100;Botol
OBT1083;TAMACAP;Obat Herbal;Botol;54315001;613759.5;Botol
0113f4800;TAMR SARI KURMA 350ML;Obat Herbal;Botol;25000;28000;Botol
1,15E+126;TANTUM VERDE GARGLE 120ML;Obat Bebas;Botol;3532575;39918.1;Botol
1,15E+127;TANTUM VERDE GARGLE 60ML;Obat Bebas;Botol;23100;25872;Botol
0115a0020;TARIVID 0,3% EAR DROP 5ML;Obat Keras;Botol;91630;107750;Botol
0114a0072;TARIVID 0.3% EYE DROP 5ML;Obat Keras;Botol;64713;76361.34;Botol
12100737;TAWON MINYAK CC 20ML;Obat Bebas;Botol;190789;21370;Botol
12100738;TAWON MINYAK DD 30ML;Obat Bebas;Botol;2659283;30049.89;Botol
12100739;TAWON MINYAK EE 60ML;Obat Bebas;Botol;4310193;48710;Botol
12100576;TAWON MINYAK FF 90ML;Obat Bebas;Botol;6066483;67944.61;Botol
0114a0073;TEARS NAT II EYE DROP 15ML;Obat Bebas;Botol;55000;61600;Botol
0104k0403;TEMPRA DROPS 15ML;Obat Bebas;Botol;4468305;50491.85;Botol
OBT1150;TEMPRA DROPS RASA STRAWBERRY 15 ML;Obat Bebas;Botol;4468305;50491.85;Botol
0104k0404;TEMPRA F SYR 60ML;Obat Bebas;Botol;4586742;51830;Botol
OBT0255;TEMPRA FORTE ANGGUR 30 ML;Obat Bebas;Botol;23177;26421.78;Botol
OBT0442;TEMPRA FORTE SIRUP RASA BUBBLEGUM 60 ML;Obat Bebas;Botol;4586742;51830.18;Botol
0104k0405;TEMPRA SYR 100ML;Obat Bebas;Botol;54390;62550;Botol
0104k0406;TEMPRA SYR 30ML;Obat Bebas;Botol;2174934;24360;Botol
0104k0407;TEMPRA SYR 60ML;Obat Bebas;Botol;4156062;46963.5;Botol
0112a0054;TEOROL 400IU SOFT CAP 30S;Vitamin;Botol;81585;30458.4;Strip
0103c0621;TERMOREX PLUS 30ML (P);Oot Prekursor;Botol;865911;10390.93;Botol
0103c0622;TERMOREX PLUS 60ML (P);Oot Prekursor;Botol;1402189;16830;Botol
0104k0412;TERMOREX SYR 30ML;Obat Bebas;Botol;6560;7300;Botol
0104k0413;TERMOREX SYR 60ML;Obat Bebas;Botol;128871;14562.42;Botol
OBT0460;THIAMPHENICOL 125MG/5ML SIRUP;Obat Keras;Botol;22200;24860;Botol
OBT1095;TIM-OPTHAL 0.25% EYE DROPS 5 ML;Obat Keras;Botol;39183;46240;Botol
OBT1113;TIM-OPTHAL 0.5% EYE DROPS 5 ML;Obat Keras;Botol;54279;64050;Botol
0118a0280;TIRIZ DROP 10MG/ML 20ML;Obat Keras;Botol;73815;87101.7;Botol
UBKO2283;TJING TJAU BALSAM 20 G;Obat Bebas;Botol;114455;13162.33;Botol
OBT0169;TOILET SEAT SANITIZER SPRAY 60 ML;Obat Bebas;Botol;21780;24610;Botol
0116k0121;TOKYO NIGHT NAIL POLISH REMOVER 76 ML;Obat Bebas;Botol;8000;8960;Botol
1,12E+211;TONIKUM BAYER 100ML;Obat Bebas;Botol;1245189;13950;Botol
1,12E+212;TONIKUM BAYER 330ML;Obat Bebas;Botol;2487843;27863.84;Botol
OBT0133;TOPLEXIL SYR 120ML;Obat Keras;Botol;841698;99300;Botol
0103c0629;TOPLEXIL SYR 60ML;Obat Keras;Botol;50072;59100;Botol
OBT0778;TOTAL CARE MOUTHWASH COFFE DRINKERS 250 ML;Obat Bebas;Botol;16000;18250;Botol
0109b0012;TRACETATE 40MG/ML SYR 200ML;Obat Keras;Botol;429000;506220;Botol
0103c0631;TRANSBRONCHO 15MG/5ML PAED SYR 100ML;Obat Keras;Botol;23100;27300;Botol
0103c0642;TRANSPULMIN SYR 100ML;Obat Keras;Botol;990675;116900;Botol
0103c0643;TRANSPULMIN SYR 60ML;Obat Keras;Botol;7634025;90080;Botol
OBT0985;TRESNOJOYO JOYBEE MADUKIDS STRAWBERRY 100 ML;Obat Bebas;Botol;1047285;11830;Botol
OBT0890;TRESNOJOYO MADU KURMA 500 G;Obat Herbal;Botol;41888;48171;Botol
OBT0882;TRESNOJOYO MADU TJ JAHE MERAH MINT 250 G;Obat Herbal;Botol;25058;28820;Botol
OBT0886;TRESNOJOYO MADU TJ JAHE MERAH MINT 500 G;Obat Herbal;Botol;44693;51400;Botol
0113f2349;TRESNOJOYO MADU TJ MURNI 500 GR;Obat Herbal;Botol;422688;47763.74;Botol
12100760;TRESNOJOYO MINYAK TELON 100ML;Obat Bebas;Botol;19261;21570;Botol
12100762;TRESNOJOYO MINYAK TELON 30ML;Obat Bebas;Botol;7400;8300;Botol
12100763;TRESNOJOYO MINYAK TELON 60ML;Obat Bebas;Botol;116994;13103.33;Botol
12100768;TRESNOJOYO MINYAK TELON PLUS LAVENDER 60ML;Obat Bebas;Botol;12342;13823.04;Botol
0103c0648;TRIAMINIC BATUK PILEK SYR 60ML;Oot Prekursor;Botol;6522884;75010;Botol
0103c0649;TRIAMINIC EXP PILEK SYR 60ML;Oot Prekursor;Botol;6463812;74330;Botol
0103c0650;TRIAMINIC PILEK SYR 60ML;Oot Prekursor;Botol;6398159;75100;Botol
OBT0521;TROZINC SYR;Obat Bebas;Botol;290763;33150;Botol
OBT1103;ULSAFATE SUSPENSI 100 ML;Obat Keras;Botol;4461534;52646.1;Botol
OBT0180;ULSICRAL SIRUP 100 ML;Obat Keras;Botol;46620;55477.8;Botol
OBT0853;ULSIDEX 500 MG/5 ML SIRUP 100 ML;Obat Keras;Botol;0;;Botol
0103c0865;UNIBEBI COUGH SYR 60ML;Obat Bebas;Botol;525053;6040;Botol
OBT0078;VALPROIC ACID / ASAM VALPROAT SYR;Obat Keras;Botol;37296;44009.28;Botol
9,00E+12;VASELINE HAND AND BODY LOTION HEALTHY WHITE UV LIGHTENING 200 ML;Obat Bebas;Botol;16184;18130;Botol
OBT0689;VASELINE SKIN SERUM STRAWBERRY 200 ML;Obat Bebas;Botol;20000;23000;Botol
OBT0709;VCO 250ML;Obat Herbal;Botol;45000;51750;Botol
OBT0622;VCO EL-KAUTSAR 250ML;Obat Herbal;Botol;40000;48000;Botol
OBT0131;VCO KAUTSAR 125ML;Vitamin;Botol;25000;28000;Botol
YUKI4408;VCO PALEM MUSTIKA 100 ML;Obat Herbal;Botol;32600;37490;Botol
IEVM7469;VCO PALEM MUSTIKA 75 ML;Obat Herbal;Botol;24700;28405;Botol
0103c0671;VECTRINE 175MG/5ML D SYR 60ML;Obat Keras;Botol;53280;62870.4;Botol
0113f5201;VEGEBLEND 21 ADULT CAP 30S;Obat Bebas;Botol;136752;153162.24;Botol
RDNQ1344;VEGEBLEND 21 JR 60 KAPSUL;Vitamin;Botol;180708;207814.2;Botol
0113f5203;VEGEBLEND 21 JR BTL CAP 30S;Obat Bebas;Botol;1064712;120312.46;Botol
OBT1054;VELLEPSY SIRUP 120 ML;Obat Keras;Botol;81585;96270.3;Botol
0103b0240;VENTOLIN 2MG/5ML SYR 100ML;Obat Keras;Botol;5665107;66850;Botol
0103c0674;VENTOLIN EXP SYR 100ML;Obat Keras;Botol;5783899;68250;Botol
0113f5222;VERMINT CAP 12S;Obat Herbal;Botol;235875;26420;Botol
0101b0015;VESPERUM 5MG/5ML SYR 60ML;Obat Keras;Botol;525043;6195.51;Botol
0101b0016;VESPERUM 5MG/ML DROPS 15ML;Obat Keras;Botol;1150133;13571.56;Botol
OBT0242;VESTEIN SIRUP KERING 60ML;Obat Keras;Botol;53280;62870;Botol
0103c0679;VICKS F44 ANAK SYR 27ML;Oot Prekursor;Botol;832975;10000;Botol
0103c0678;VICKS F44 ANAK SYR 54ML;Oot Prekursor;Botol;1514058;18170;Botol
0103c0680;VICKS F44 DWS SYR 100ML;Oot Prekursor;Botol;2437782;27550;Botol
0103c06811;VICKS F44 DWS SYR 27ML;Oot Prekursor;Botol;757075;8710;Botol
0103c0682;VICKS F44 DWS SYR 54ML;Oot Prekursor;Botol;1389442;15980;Botol
OBT1004;VICKS FORMULA JAHE MADU 28 ML;Obat Bebas;Botol;1118141;12750;Botol
OBT1003;VICKS FORMULA JAHE MADU 56 ML;Obat Bebas;Botol;2154066;24560;Botol
1,12E+230;VIDORAN SMART JERUK TAB 30S;Vitamin;Botol;19682;22000;Botol
0112g0155;VIDORAN SMART STRAW TAB 30S BTL;Vitamin;Botol;9841;11000;Botol
OBT1027;VIRJINT SUPER COCONUT OIL 80 ML;Obat Herbal;Botol;33034;37660;Botol
0114g0060;VISINE EXT EYE DROP 6ML;Obat Bebas;Botol;12370;13900;Botol
0114g0026;VISINE ORIG EYE DROP 6ML;Obat Bebas;Botol;24740;27700;Botol
0113f5285;VITABUMIN MADU ALBUMIN 130ML;Obat Herbal;Botol;5198827;58226.86;Botol
OBT1038;VITACID LOTION 50 ML;Obat Keras;Botol;51726;61040;Botol
0115a0021;VITAL EAR OIL 10ML;Obat Bebas;Botol;136036;15236.04;Botol
OBT0266;VITALONG C + ZINC 30 KAPSUL;Vitamin;Botol;47730;54890;Botol
0112c0056;VITALONG C TAB 30S;Obat Bebas;Botol;38850;44680;Botol
9,00E+12;VITAMEX E100 60S;Vitamin;Botol;445401;49884.91;Botol
0112a0059;VITAMIN A IPI TAB 45S TUBE;Obat Bebas;Botol;4768;5340.16;Botol
OBT0898;VITAMIN B COMP IPI TAB 45S TUBE;Vitamin;Botol;4768;5340;Botol
OBT0703;VITAMIN B COMPLEX IPI 90 TABLET;Vitamin;Botol;7871;8890;Botol
OBT0896;VITAMIN B1 IPI TAB 45S TUBE;Vitamin;Botol;46732;5233.98;Botol
OBT0897;VITAMIN B12 IPI TAB 45S TUBE;Vitamin;Botol;4499;5050;Botol
OBT0657;VITAMIN B6 10 MG 10 TABLET;Vitamin;Botol;3454505;170;Tablet
OBT0280;VITAMIN C 50 MG 100 TABLET;Vitamin;Botol;3373545;38800;Botol
OBT0345;VITAMIN C IPI 50 MG 90 TABLET;Vitamin;Botol;7871;8890;Botol
OBT0899;VITAMIN C IPI TAB 45S TUBE;Vitamin;Botol;496133;5560;Botol
OBT1026;VITAMIN D3 1000 IU IPI 75 TABLET;Vitamin;Botol;8991;10250;Botol
OBT0264;VIVA LIDAH BUAYA SHAMPOO WITH ALOE VERA EXTRACT 400 ML;Obat Bebas;Botol;11800;13220;Botol
EVAT0944;VOLTAREN BALSEM PEREDA NYERI DENGAN HERBAL 20 G;Obat Bebas;Botol;104124;11800;Botol
0101b0028;VOMETA 5MG/5ML SYR 60ML;Obat Keras;Botol;5268837;62170;Botol
0101b0029;VOMETA 5MG/ML DROP 10ML;Obat Keras;Botol;53280;62870;Botol
0101b0048;VOSEDON 5MG/5ML SUSP 60ML;Obat Keras;Botol;3208566;37861.08;Botol
8,99E+12;WARDAH ND SEAWEED MICELLAR WATER 100ML;Obat Bebas;Botol;22200;24864;Botol
8,99E+12;WARDAH NUTRI SHINE SHAMPOO170ML;Obat Bebas;Botol;19600;21952;Botol
8,99E+12;WARDAH OLIVE OIL 150ML;Obat Bebas;Botol;36200;40500;Botol
8,99E+12;WARDAH WHITE SECRET EXFOLIATING LOT 150ML;Obat Bebas;Botol;59200;66304;Botol
8,99E+12;WARDAH WHITE SECRET PURE BRIGHT CLEANSER 150ML;Obat Bebas;Botol;24700;27664;Botol
OBT0696;WELLNESS 2-A-DAY MULTIVITAMIN DAN MINERAL 120 TABLET;Vitamin;Botol;504000;574550;Botol
OBT1108;WELLNESS CHILDREN'S MULTI LIQUID 8 OZ;Obat Bebas;Botol;288000;331200;Botol
OBT0615;WELLNESS EXCELL C + QUERCETIN 30 TABLET;Obat Bebas;Botol;140250;159900;Botol
OBT0079;WIBROM SYR 60ML;Obat Keras;Botol;600001;7150;Botol
12000163;WIDA NS INFUS 500ML TUTUP KARET;Obat Keras;Botol;686202;8100;Botol
12000166;WIDA RL INFUS 500ML TUTUP PLASTIK;Obat Keras;Botol;769896;9080;Botol
OBT0838;WISH FEMMILOVE 30S CAP;Obat Herbal;Botol;171000;196650;Botol
OBT0858;WISH INTIMATE SPRAY MANJAKANI 100ML;Obat Bebas;Botol;45000;51750;Botol
OBT0821;WISH MANJAKANI EXTRACT INTIMATE HYGN 75ML;Obat Bebas;Botol;34200;39330;Botol
OBT0837;WISH MENOHERBS 30S CAP;Obat Herbal;Botol;288000;331200;Botol
0103c0686;WOODS ATT SYR 100ML;Obat Bebas;Botol;27750;31080;Botol
0103c0687;WOODS ATT SYR 60ML;Obat Bebas;Botol;1715505;19213.66;Botol
0103c0689;WOODS EXP SYR 100ML;Obat Bebas;Botol;27750;31360;Botol
0103c0688;WOODS EXP SYR 60ML;Obat Bebas;Botol;1715505;19385.21;Botol
0103c0690;WOODS HERBAL PLUS HONEY SYR 60ML;Obat Bebas;Botol;12285;13800;Botol
8,91E+12;X2 COMFORT EXTRA 120 ML;Alat Kesehatan;Botol;26100;29200;Botol
8,91E+12;X2 COMFORT EXTRA 500 ML;Alat Kesehatan;Botol;44616;51308.4;Botol
8,91E+12;X2 COMFORT EXTRA 60 ML;Alat Kesehatan;Botol;16500;18500;Botol
OBT0231;XAMTHONE PLUS MANGGIS JUICE 350 ML;Obat Bebas;Botol;156000;177800;Botol
OBT0549;XP ACNE CARE BODY SPRAY;Obat Bebas;Botol;63270;72760.5;Botol
OBT0546;XPEDITIONS MCS SS MILD CLEANSER SCRUB;Obat;Botol;79130;91000;Botol
OBT0798;YOU-C 1000 APPLE 140 ML;F&b;Botol;51238;5892.37;Botol
OBT0097;YOU-C 1000 LEMON WATER 500 ML;F&b;Botol;59972;6800;Botol
NORY4194;YOU-C 1000 ORANGE WATER 500 ML;Vitamin;Botol;596736;6860;Botol
OBT0671;YUNNAN BAIYAO AEROSOL 85 G;Alat Kesehatan;Botol;106800;122820;Botol
APPD4798;YUSIMOX DRY SIRUP 125 MG/5 ML 60 ML;Obat Keras;Botol;525072;6300.87;Botol
XOBW5874;YUSIMOX FORTE DRY SIRUP 250 MG/5 ML 60 ML;Obat Keras;Botol;68508;8220;Botol
0112g0204;ZAMEL DROP 16ML;Obat Bebas;Botol;429681;48120;Botol
0112g0205;ZAMEL SYR 60ML;Obat Bebas;Botol;3954375;44290;Botol
0103c0699;ZENIREX EXPECTORANT SIRUP 60 ML;Obat Bebas;Botol;655909;7410;Botol
0113f5556;ZHENG GU SHUI 100ML;Obat Bebas;Botol;81700;91504;Botol
0113f5558;ZHENG GU SHUI SPRAY 60ML;Obat Bebas;Botol;54978;61575;Botol
OBT0063;ZINC SULFAT SYR 60ML;Obat Bebas;Botol;499944;5600;Botol
OBT0235;ZINCPRO DROP 15 ML;Vitamin;Botol;29970;33866.1;Botol
RRFF3922;ZINCPRO SIRUP 60 ML;Obat Bebas;Botol;330336;37327.97;Botol
0101d0100;ZINKID 10MG/5ML SYR 100ML;Obat Bebas;Botol;30525;34190;Botol
9,00E+12;ZOLORAL SS 2% 80ML;Obat Bebas;Botol;60500;67760;Botol
OBT0559;ZWITSAL BABY MINYAK TELON NATURAL 100 ML;Obat Bebas;Botol;25100;28750;Botol
OBT0675;ZWITSAL BODY MIST FOR ADULT 100 ML;Obat Bebas;Botol;19600;23500;Botol
OBT0421;ABIXA TABLET 10 MG;Obat Keras;Box;888000;37740;Tablet
OBT0316;ACETIN 200 MG 10 KAPSUL;Obat Keras;Box;74925;2997;Capsul
OBT0553;ACIFAR 400 MG 10 TABLET;Obat Keras;Box;3174989;12488.29;Strip
OBT0486;ADONA (AC-17) 10 MG 10 TABLET;Obat Keras;Box;2461536;29290;Strip
OBT0170;AKYNZEO 300MG/0.5MG;Obat Keras;Box;1320000;1452000;Capsul
OBT1078;ALMANTINE 10MG;Obat Keras;Box;489510;20629.35;Tablet
ALOVELL10MG;ALOVELL 10 MG 10 TABLET;Obat Keras;Box;301950;118800;Strip
OBT0734;ALPENTIN 300 MG 10 KAPSUL;Obat Keras;Box;374000;8900;Capsul
OBT0340;ALPRAZOLAM 0.5MG;Psikotropik;Box;67100;850;Tablet
OBT1037;AMCOR 5 MG 10 TABLET;Obat Keras;Box;55944;22000;Strip
